시도교육청코드,시도교육청명,행정표준코드,학교명,식사코드,식사명,급식일자,급식인원수,요리명,원산지정보,칼로리정보,영양정보,수정일자
B10,서울특별시교육청,7081519,명덕여자중학교,3,석식,20251105,385,나물비빔밥 (5.6.10.13)<br/>건새우무국 (5.6.9)<br/>실곤약야채무침 (5.6.13)<br/>함박스테이크 (1.2.5.6.10.16)<br/>깍두기 (9)<br/>유산균음료 (2),"쇠고기(종류) : <br/>쇠고기 식육가공품 : 함박스테이크:호주,뉴질랜드산<br/>돼지고기 : <br/>돼지고기 식육가공품 : 함박스테이크:국내산<br/>닭고기 : <br/>닭고기 식육가공품 : <br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>비고 : 건새우:중국산",454.4 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 73.1<br/>단백질(g) : 14.9<br/>지방(g) : 12.4<br/>비타민A(R.E) : 228.2<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 17.0<br/>칼슘(mg) : 266.4<br/>철분(mg) : 2.3(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251112
B10,서울특별시교육청,7081519,명덕여자중학교,3,석식,20251106,1004,구운주먹밥 (2.5.6.15.16)<br/>우동국 (1.2.5.6.7.9.13.16.18)<br/>단무지 <br/>국물떡볶이 (13)<br/>집게맛다리튀김 (1.5.6.8)<br/>쥬시쿨 (2)<br/>나쵸야채샐러드 (1.2.5.16),쇠고기(종류) : <br/>쇠고기 식육가공품 : <br/>돼지고기 : <br/>돼지고기 식육가공품 : <br/>닭고기 : <br/>닭고기 식육가공품 : 주먹밥:국내산<br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>비고 : ,823.2 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 150.2<br/>단백질(g) : 14.7<br/>지방(g) : 18.8<br/>비타민A(R.E) : 164.6<br/>티아민(mg) : 0.2<br/>리보플라빈(mg) : 0.2<br/>비타민C(mg) : 6.1<br/>칼슘(mg) : 128.5<br/>철분(mg) : 5.7(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251113
B10,서울특별시교육청,7081519,명덕여자중학교,3,석식,20251107,396,잡곡밥 (5)<br/>육개장 (1.5.16)<br/>고등어김치조림 (5.6.7.9.13)<br/>오이무침 (5.6.9.13)<br/>바베큐치킨꼬치 (2.5.6.10.15.16)<br/>깍두기 (9)<br/>귤 ,쇠고기(종류) : 호주산<br/>쇠고기 식육가공품 : <br/>돼지고기 : <br/>돼지고기 식육가공품 : <br/>닭고기 : <br/>닭고기 식육가공품 : 바베큐치킨꼬치:국내산<br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : <br/>고등어 : 국내산<br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>비고 : ,396.9 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 22.6<br/>단백질(g) : 20.7<br/>지방(g) : 24.8<br/>비타민A(R.E) : 67.4<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 29.5<br/>칼슘(mg) : 124.3<br/>철분(mg) : 2.6(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251114
B10,서울특별시교육청,7010160,명덕외국어고등학교,1,조식,20251103,42,쌀밥 <br/>야채죽 (1.5.6)<br/>연두부맑은국 (5.6)<br/>멸치유자청볶음 (5.13.14)<br/>양념돼지목살구이 (5.6.10)<br/>맛김치 (9)<br/>우유&주스 (2.5.6.13)<br/>시리얼 (2.4.5.6.10.14.18)<br/>그래놀라샐러드 (2.5.6.12)<br/>사과 ,돼지고기 식육가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>콩 가공품 : 순두부-외국산<br/>비고 : ,610.7 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 77.2<br/>단백질(g) : 26.8<br/>지방(g) : 20.0<br/>비타민A(R.E) : 80.4<br/>티아민(mg) : 0.8<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 46.9<br/>칼슘(mg) : 158.1<br/>철분(mg) : 1.7(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251110
B10,서울특별시교육청,7010160,명덕외국어고등학교,1,조식,20251104,42,쌀밥 <br/>야채죽 (1.5.6)<br/>빵 (1.2.5.6)<br/>된장찌개 (5.6)<br/>꽈리고추갑오징어볶음 (5.6.13.17)<br/>치필링 (2.5.6.15)<br/>맛김치 (9)<br/>우유&주스 (2.5.6.13)<br/>시리얼 (2.4.5.6.10.14.18)<br/>포도샐러드 (2.5.6.12.14)<br/>배 ,닭고기 식육가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>콩 가공품 : 두부-외국산<br/>오징어 수산가공품 : 갑오징어-외국산<br/>비고 : ,705.5 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 106.7<br/>단백질(g) : 25.4<br/>지방(g) : 20.4<br/>비타민A(R.E) : 98.1<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 22.9<br/>칼슘(mg) : 180.5<br/>철분(mg) : 2.5(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251111
B10,서울특별시교육청,7010160,명덕외국어고등학교,1,조식,20251105,42,쌀밥 <br/>야채죽 (1.5.6)<br/>빵 (1.2.5.6)<br/>나주곰탕 (5.6.15.16)<br/>계란찜 (1)<br/>갈치구이 (5.6)<br/>맛김치 (9)<br/>우유&주스 (2.5.6.13)<br/>시리얼 (2.4.5.6.10.14.18)<br/>방울토마토카프리제 (2.12.13)<br/>메론 ,"쇠고기 식육가공품 : 나주곰탕(사태-호주산, 우골농축액-국내산)<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>갈치 : 모로코산<br/>비고 : ",526.4 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 58.1<br/>단백질(g) : 28.0<br/>지방(g) : 20.2<br/>비타민A(R.E) : 148.8<br/>티아민(mg) : 4.1<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 37.9<br/>칼슘(mg) : 191.8<br/>철분(mg) : 3.5(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251112
B10,서울특별시교육청,7010160,명덕외국어고등학교,1,조식,20251106,42,쌀밥 <br/>야채죽 (1.5.6)<br/>물만두국 (1.5.6.10.16)<br/>해쉬브라운*케찹 (5.6.12)<br/>화덕구이닭다리살*야채무침 (1.2.5.6.13.15.16)<br/>맛김치 (9)<br/>우유&주스 (2.5.6.13)<br/>시리얼 (2.4.5.6.10.14.18)<br/>방울토마토 (12)<br/>사과호두샐러드 (2.14),돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>비고 : ,1480.4 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 281.3<br/>단백질(g) : 36.5<br/>지방(g) : 19.8<br/>비타민A(R.E) : 83.9<br/>티아민(mg) : 0.6<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 10.1<br/>칼슘(mg) : 129.5<br/>철분(mg) : 3.5(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251113
B10,서울특별시교육청,7010160,명덕외국어고등학교,1,조식,20251107,42,쌀밥 <br/>야채죽 (1.5.6)<br/>쑥갓어묵국 (5.6)<br/>와규찹스테이크 (5.6.12.16)<br/>오믈렛*케찹 (1.2.12)<br/>맛김치 (9)<br/>우유&주스 (2.5.6.13)<br/>시리얼 (2.4.5.6.10.14.18)<br/>믹스넛샐러드 (5.6.12.14)<br/>골드키위 ,쇠고기 식육가공품 : 와규찹스테이크(설도)-호주<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>비고 : ,663.4 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 76.4<br/>단백질(g) : 27.7<br/>지방(g) : 26.6<br/>비타민A(R.E) : 92.4<br/>티아민(mg) : 0.2<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 65.5<br/>칼슘(mg) : 110.6<br/>철분(mg) : 3.7(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251114
B10,서울특별시교육청,7010160,명덕외국어고등학교,2,중식,20251103,931,잡곡밥 (5)<br/>마라탕 (1.2.4.5.6.9.10.15.16.17)<br/>꿔바로우 (5.6.10.16)<br/>깍두기 (9)<br/>모찌쿠키 (1.2.5.6)<br/>맛살콘샐러드(꽃맛살샐러드) (1.5.6.8.9.12.13.16.18),쇠고기(종류) : 미국산<br/>돼지고기 식육가공품 : 문어모양비엔나-국산/꿔바로우-국내산<br/>닭고기 식육가공품 : 문어모양비엔나-국산<br/>쌀 : 국내산<br/>쌀 가공품 : 떡(마라탕)-외국산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>비고 : ,884.5 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 137.1<br/>단백질(g) : 28.3<br/>지방(g) : 23.9<br/>비타민A(R.E) : 74.8<br/>티아민(mg) : 1.1<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 16.1<br/>칼슘(mg) : 300.5<br/>철분(mg) : 7.3(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251110
B10,서울특별시교육청,7010160,명덕외국어고등학교,2,중식,20251104,931,잡곡밥 (5)<br/>단호박누룽지장각백숙 (5.6.10.15.16)<br/>도토리묵야채무침 (5.6)<br/>버섯불고기 (5.6.13.16.18)<br/>깍두기 (9)<br/>구슬아이스크림 (5),쇠고기(종류) : 호주산<br/>닭고기 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>비고 : ,854.7 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 101.1<br/>단백질(g) : 39.3<br/>지방(g) : 30.3<br/>비타민A(R.E) : 202.1<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 10.1<br/>칼슘(mg) : 143.0<br/>철분(mg) : 3.5(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251111
B10,서울특별시교육청,7010160,명덕외국어고등학교,2,중식,20251105,931,볼로네제파스타 (2.5.6.12.13.15.16.18)<br/>폭립 (2.5.6.10.12.16.18)<br/>그린샐러드 (2.5.12)<br/>오이피클 <br/>딸기우유(매일) (2),쇠고기(종류) : 호주산<br/>돼지고기 식육가공품 : 수입산(오스트리아)<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>비고 : ,709.1 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 94.5<br/>단백질(g) : 33.3<br/>지방(g) : 21.9<br/>비타민A(R.E) : 190.8<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 29.7<br/>칼슘(mg) : 219.2<br/>철분(mg) : 4.1(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251112
B10,서울특별시교육청,7010160,명덕외국어고등학교,2,중식,20251106,931,잡곡밥 (5)<br/>해물순두부찌개 (1.5.6.8.9.16.17.18)<br/>짜장오리불고기 (2.5.6.9.10.15.16)<br/>고구마채전 (1.5.6.10)<br/>배추김치 (9)<br/>망고샐러드 (1.2.5.6.12)<br/>배 ,돼지고기 식육가공품 : 외국산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>오징어 수산가공품 : 모듬해물(칠레)<br/>가리비 수산가공품 : 모듬해물(중국)<br/>비고 : ,807.3 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 120.7<br/>단백질(g) : 25.7<br/>지방(g) : 23.0<br/>비타민A(R.E) : 107.7<br/>티아민(mg) : 0.7<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 22.9<br/>칼슘(mg) : 176.5<br/>철분(mg) : 3.1(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251113
B10,서울특별시교육청,7010160,명덕외국어고등학교,2,중식,20251107,931,문어새우톳솥밥 (2.5.6.9.15.16.18)<br/>일식장국 (5.6)<br/>청포묵흑임자무침 (1.5.6.16)<br/>꿀간장치킨 (5.6.16.18)<br/>배추김치 (9)<br/>파인애플 ,닭고기 : <br/>닭고기 식육가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>콩 가공품 : 두부-외국산<br/>비고 : ,653.2 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 84.9<br/>단백질(g) : 29.6<br/>지방(g) : 20.7<br/>비타민A(R.E) : 46.6<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 26.5<br/>칼슘(mg) : 150.7<br/>철분(mg) : 3.0(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251114
B10,서울특별시교육청,7010160,명덕외국어고등학교,3,석식,20251103,1031,잡곡밥 (5)<br/>돈육김치찌개 (5.9.10.13)<br/>가지그라탕 (2.5.6.12.13.15.16.18)<br/>치킨까스*소스 (1.2.5.6.12.15)<br/>깍두기 (9)<br/>파인애플 <br/>일식샐러드*흑임자드레싱 (1.5.6.12),쇠고기(종류) : <br/>쇠고기 식육가공품 : <br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : <br/>닭고기 : <br/>닭고기 식육가공품 : 치킨까스:국내산<br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>콩 가공품 : 두부:외국산<br/>낙지 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>비고 : ,773.1 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 133.2<br/>단백질(g) : 27.2<br/>지방(g) : 13.7<br/>비타민A(R.E) : 64.2<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 28.4<br/>칼슘(mg) : 176.3<br/>철분(mg) : 2.2(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251110
B10,서울특별시교육청,7010160,명덕외국어고등학교,3,석식,20251104,1010,잡곡밥 (5)<br/>잔치국수 (1.5.6)<br/>매운돈갈비찜 (2.5.6.10.12.13.16.18)<br/>깻잎전 (1.2.5.6.10.16)<br/>배추김치 (9)<br/>골드키위 ,쇠고기(종류) : <br/>쇠고기 식육가공품 : 깻잎전:국산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 깻잎전:국산<br/>닭고기 : <br/>닭고기 식육가공품 : <br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>비고 : ,935.8 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 133.0<br/>단백질(g) : 35.5<br/>지방(g) : 27.2<br/>비타민A(R.E) : 124.8<br/>티아민(mg) : 0.8<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 43.8<br/>칼슘(mg) : 257.8<br/>철분(mg) : 8.4(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251111
B10,서울특별시교육청,7010160,명덕외국어고등학교,3,석식,20251105,385,나물비빔밥 (5.6.10.13)<br/>건새우무국 (5.6.9)<br/>실곤약야채무침 (5.6.13)<br/>함박스테이크 (1.2.5.6.10.16)<br/>깍두기 (9)<br/>유산균음료 (2),"쇠고기(종류) : <br/>쇠고기 식육가공품 : 함박스테이크:호주,뉴질랜드산<br/>돼지고기 : <br/>돼지고기 식육가공품 : 함박스테이크:국내산<br/>닭고기 : <br/>닭고기 식육가공품 : <br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>비고 : 건새우:중국산",454.4 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 73.1<br/>단백질(g) : 14.9<br/>지방(g) : 12.4<br/>비타민A(R.E) : 228.2<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 17.0<br/>칼슘(mg) : 266.4<br/>철분(mg) : 2.3(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251112
B10,서울특별시교육청,7010160,명덕외국어고등학교,3,석식,20251106,1004,구운주먹밥 (2.5.6.15.16)<br/>우동국 (1.2.5.6.7.9.13.16.18)<br/>단무지 <br/>국물떡볶이 (13)<br/>집게맛다리튀김 (1.5.6.8)<br/>쥬시쿨 (2)<br/>나쵸야채샐러드 (1.2.5.16),쇠고기(종류) : <br/>쇠고기 식육가공품 : <br/>돼지고기 : <br/>돼지고기 식육가공품 : <br/>닭고기 : <br/>닭고기 식육가공품 : 주먹밥:국내산<br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : <br/>고등어 : <br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>비고 : ,823.2 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 150.2<br/>단백질(g) : 14.7<br/>지방(g) : 18.8<br/>비타민A(R.E) : 164.6<br/>티아민(mg) : 0.2<br/>리보플라빈(mg) : 0.2<br/>비타민C(mg) : 6.1<br/>칼슘(mg) : 128.5<br/>철분(mg) : 5.7(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251113
B10,서울특별시교육청,7010160,명덕외국어고등학교,3,석식,20251107,396,잡곡밥 (5)<br/>육개장 (1.5.16)<br/>고등어김치조림 (5.6.7.9.13)<br/>오이무침 (5.6.9.13)<br/>바베큐치킨꼬치 (2.5.6.10.15.16)<br/>깍두기 (9)<br/>귤 ,쇠고기(종류) : 호주산<br/>쇠고기 식육가공품 : <br/>돼지고기 : <br/>돼지고기 식육가공품 : <br/>닭고기 : <br/>닭고기 식육가공품 : 바베큐치킨꼬치:국내산<br/>오리고기 : <br/>오리고기 가공품 : <br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : <br/>고등어 : 국내산<br/>갈치 : <br/>오징어 : <br/>꽃게 : <br/>참조기 : <br/>비고 : ,396.9 Kcal(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),탄수화물(g) : 22.6<br/>단백질(g) : 20.7<br/>지방(g) : 24.8<br/>비타민A(R.E) : 67.4<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 29.5<br/>칼슘(mg) : 124.3<br/>철분(mg) : 2.6(해당 자료는 단순 참고용으로만 활용하시기 바랍니다.),20251114
B10,서울특별시교육청,7011569,미림마이스터고등학교,1,조식,20251103,96,칼슘찹쌀밥 <br/>순두부맑은국 (1.5.6.9.18)<br/>버터오징어구이 (1.5.13.17)<br/>제육볶음 (5.6.10.13.16)<br/>알타리김치 (9),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,675.3 Kcal,탄수화물(g) : 88.0<br/>단백질(g) : 43.9<br/>지방(g) : 14.3<br/>비타민A(R.E) : 114.7<br/>티아민(mg) : 1.2<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 21.7<br/>칼슘(mg) : 215.2<br/>철분(mg) : 3.0,20251110
B10,서울특별시교육청,7011569,미림마이스터고등학교,1,조식,20251104,96,마파두부덮밥 (5.6.10.12.13.16.18)<br/>근대된장국 (5.6)<br/>오이양파무침 (5.6.13)<br/>레몬크림새우&야채 (1.2.5.6.9.13)<br/>배추김치 (9),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,1071.8 Kcal,탄수화물(g) : 102.8<br/>단백질(g) : 31.4<br/>지방(g) : 59.5<br/>비타민A(R.E) : 215.0<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 18.1<br/>칼슘(mg) : 324.5<br/>철분(mg) : 4.2,20251111
B10,서울특별시교육청,7011569,미림마이스터고등학교,1,조식,20251105,96,현미밥 <br/>양지탕 (1.5.6.16)<br/>미나리팽이버섯무침 (5.6)<br/>스크램블에그 (1.5.12)<br/>배추김치 (9),쇠고기(종류) : 국내산(한우)<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 : 국내산<br/>오리고기 가공품 : 국내산<br/>쌀 : 국내산<br/>배추 : 국내산<br/>고춧가루 : 국내산<br/>콩 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>비고 : ,630.8 Kcal,탄수화물(g) : 84.6<br/>단백질(g) : 28.5<br/>지방(g) : 18.8<br/>비타민A(R.E) : 147.7<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.7<br/>비타민C(mg) : 10.0<br/>칼슘(mg) : 203.7<br/>철분(mg) : 4.2,20251112
